idx,CHILD_SEX,IDD_SCORE,AGE,HHID_count,HH_AGE,FOOD_EXPENSE_WEEKLY,NON-FOOD_EXPENSE_WEEKLY,HDD_SCORE,FOOD_INSECURITY,YoungBoys,YoungGirls,AverageMonthlyIncome,BEN_4PS,AREA_TYPE,FOOD_EXPENSE_WEEKLY_pc,NON-FOOD_EXPENSE_WEEKLY_pc,AverageMonthlyIncome_pc
VZ1003,1,7,11,3,32,1266.009158,843,6,4,-999,-999,0,1,1,422.0030528,281,0
VZ1007,0,8,8,3,23.33333333,1541.803303,1286.961,11,1,0,1,5,1,1,513.9344342,428.987,1.666666667
VZ1015,0,7,11,5,12.4,1501.905333,1492.5,10,4,1,1,0,1,1,300.3810665,298.5,0
VZ1021,0,7,13,4,29.25,2129.445223,2346.25,10,4,-999,-999,3,1,1,532.3613058,586.5625,0.75
VZ1031,1,6,9,5,22.6,1300.553646,2516.675,11,3,-999,-999,0,2,1,260.1107292,503.335,0
VZ1037,1,8,12,7,20.28571429,1681.758324,1128.987,6,2,0,1,0,1,1,240.2511892,161.2838571,0
VZ1041,1,9,11,4,20.75,1212.0266,1322.5,9,4,0,1,0,1,1,303.0066499,330.625,0
VZ1043,1,7,11,5,27.4,965.4596085,5247,12,1,-999,-999,0,1,1,193.0919217,1049.4,0
VZ1049,1,7,9,4,12,928.1153897,1388.04521,10,4,1,1,0,2,1,232.0288474,347.0113025,0
VZ1053,0,10,8,2,23.5,3536.686155,4285.474,12,1,-999,-999,0,1,1,1768.343077,2142.737,0
VZ1057,1,8,11,6,18.5,3715.677388,3700,11,1,2,0,0,1,1,619.2795647,616.6666667,0
VZ1064,1,9,10,4,24.25,1693.165594,4297.75,9,3,1,0,0,2,1,423.2913985,1074.4375,0
VZ1068,1,8,11,4,21.75,1495.160337,1046.843333,11,2,0,1,0,2,1,373.7900842,261.7108333,0
VZ1074,1,8,8,6,30.33333333,1375.808883,2080,12,3,-999,-999,0,1,1,229.3014805,346.6666667,0
VZ1080,1,6,11,5,27.4,1227.680594,1061.31647,5,1,-999,-999,0,1,1,245.5361188,212.263294,0
VZ1084,1,9,12,6,18.33333333,1764.057642,1132.5,11,1,0,1,0,2,1,294.0096069,188.75,0
VZ1091,0,10,8,6,18.16666667,2586.042999,1750,11,3,1,0,0,2,1,431.0071665,291.6666667,0
VZ1096,0,11,10,4,23.5,2084.994836,1610.425,11,1,-999,-999,0,2,1,521.2487091,402.60625,0
VZ1102,0,8,8,6,23.5,1468.507867,393.38563,9,4,-999,-999,0,2,1,244.7513111,65.56427167,0
VZ1105,0,6,12,4,16.5,2613.004099,2051,10,4,-999,-999,0,1,1,653.2510246,512.75,0
VZ1116,1,7,10,7,26.14285714,2689.428183,5691.631331,11,2,-999,-999,0,1,1,384.2040262,813.0901901,0
VZ1121,0,8,9,4,20.5,1121.977533,626.25,8,2,0,1,4,2,1,280.4943833,156.5625,1
VZ1126,1,8,12,6,19.66666667,1912.339766,1520,11,1,0,1,0,1,1,318.7232943,253.3333333,0
VZ1131,0,8,7,4,19,2141.2638,1921.5,8,1,1,1,0,1,1,535.31595,480.375,0
VZ1135,0,9,16,3,34,1660.414144,1025,10,4,1,0,0,2,1,553.4713814,341.6666667,0
VZ1139,0,8,11,5,21,1960.690333,925,9,4,-999,-999,0,2,1,392.1380666,185,0
VZ1146,0,9,9,6,20.16666667,998.8813752,2339.75,10,3,-999,-999,3,1,1,166.4802292,389.9583333,0.5
VZ1151,0,8,14,5,19,2609.193877,4588.25,10,1,1,0,4,1,1,521.8387753,917.65,0.8
VZ1155,1,6,11,6,14,1237.937675,5282.54,11,3,1,1,0,1,1,206.3229458,880.4233333,0
VZ1162,0,9,11,6,21.16666667,1642.208906,1433.59042,10,3,1,0,0,2,1,273.7014844,238.9317367,0
VZ1165,0,8,10,3,15.66666667,1839.743192,10490,11,4,1,0,0,1,1,613.2477308,3496.666667,0
VZ1169,0,8,12,5,14.6,1312.229309,1248.987,12,1,-999,-999,0,1,1,262.4458617,249.7974,0
VZ1181,1,8,12,4,24.75,2218.165528,745,9,1,-999,-999,3,1,1,554.5413821,186.25,0.75
VZ1185,0,7,10,5,15.6,2010.518917,3250,8,1,1,1,0,1,1,402.1037833,650,0
VZ1188,1,8,10,3,6,1994.877779,2352.974,12,3,1,1,0,1,1,664.9592598,784.3246667,0
VZ1196,1,8,8,8,24.125,2235.991233,757.34042,11,1,1,1,3,2,1,279.4989041,94.6675525,0.375
VZ1201,1,7,11,3,30.33333333,1580.1301,1240.864,8,2,-999,-999,0,1,1,526.7100333,413.6213333,0
VZ1204,0,10,11,3,40.66666667,1099.686019,412.5,11,4,-999,-999,1,1,1,366.5620063,137.5,0.333333333
VZ1208,1,5,8,4,19.75,1988.071133,1195,12,2,-999,-999,0,2,1,497.0177832,298.75,0
VZ1212,1,7,13,6,17.83333333,1874.513613,1550.85,11,1,1,0,0,1,1,312.4189355,258.475,0
VZ1218,1,8,9,4,41.75,2781.776473,1875,11,1,-999,-999,0,1,1,695.4441183,468.75,0
VZ1222,1,6,10,4,27,0,0,12,0,-999,-999,0,1,1,0,0,0
VZ1226,0,9,10,5,26.4,1623.86442,3891.675,11,1,-999,-999,0,1,1,324.7728839,778.335,0
VZ1232,0,7,9,7,17.71428571,947.5846963,1489.09042,5,3,0,1,0,1,1,135.3692423,212.7272029,0
VZ1237,1,8,9,3,28.66666667,731.0765752,2762.5,12,1,-999,-999,0,1,1,243.6921917,920.8333333,0
VZ1240,0,7,10,4,26.25,978.9193,827.5,11,3,-999,-999,2,1,1,244.729825,206.875,0.5
VZ1245,1,8,14,7,26,1678.583416,4362.5,11,1,1,0,0,2,1,239.7976309,623.2142857,0
VZ1251,1,7,11,4,20.25,1248.621196,2261.75,11,4,-999,-999,0,1,1,312.155299,565.4375,0
VZ1256,1,9,8,6,20.66666667,1361.613426,1055.85,12,1,1,0,0,1,1,226.9355709,175.975,0
VZ1268,0,8,9,4,27.5,661.3097666,2737.5,7,3,-999,-999,0,2,1,165.3274417,684.375,0
VZ1271,0,6,8,4,16.75,768.2736,5750.343333,9,1,1,0,0,1,1,192.0684,1437.585833,0
VZ1276,0,7,9,7,20,1414.901017,2082,7,4,1,2,0,1,1,202.1287167,297.4285714,0
VZ1284,0,8,11,5,25.8,1339.892749,900,12,1,1,0,0,1,1,267.9785499,180,0
VZ1285,0,7,16,6,7.833333333,2026.975821,1531.54252,12,4,2,1,0,1,1,337.8293036,255.2570867,0
VZ1294,1,7,8,4,12.25,2763.094946,1767.5,12,1,-999,-999,0,1,1,690.7737365,441.875,0
VZ1297,1,8,8,3,34,619.2569,862.864,12,1,-999,-999,0,1,1,206.4189667,287.6213333,0
VZ1301,0,9,13,5,25,1060.477867,2982.5,8,4,0,1,0,1,1,212.0955733,596.5,0
VZ1312,1,8,12,3,34,1844.315688,2601.675,12,1,-999,-999,0,1,1,614.771896,867.225,0
VZ1313,1,7,9,2,6,1251.928809,417.5,12,1,1,0,0,1,1,625.9644043,208.75,0
VZ1317,0,8,8,4,19,2732.941722,6987.5,10,1,1,0,0,1,1,683.2354304,1746.875,0
VZ1322,1,6,12,4,29.75,850.1015333,1358.364,12,1,-999,-999,0,2,1,212.5253833,339.591,0
VZ1326,1,7,10,8,23.25,1434.776017,1437.5,10,1,1,2,0,1,1,179.3470021,179.6875,0
VZ1335,1,6,12,5,23.8,2616.853833,4484.13563,9,1,-999,-999,0,1,1,523.3707665,896.827126,0
VZ1342,1,5,12,5,24.4,1991.590238,4693.75,8,3,-999,-999,0,2,1,398.3180476,938.75,0
VZ1348,1,10,8,4,35.5,1694.591299,1277.5,12,1,0,1,0,2,1,423.6478248,319.375,0
VZ1351,1,6,8,6,21.33333333,1675.262399,2167.5,10,1,0,1,0,1,1,279.2103999,361.25,0
VZ1357,0,6,9,3,19,2417.217242,2242.5,8,1,-999,-999,0,1,1,805.7390806,747.5,0
VZ1365,0,9,12,5,21,3995.587265,28880.9783,10,1,-999,-999,0,1,1,799.1174531,5776.19566,0
VZ1368,0,6,10,5,16,1043.265933,1605,10,1,2,0,0,1,1,208.6531866,321,0
VZ1374,1,7,12,12,22.5,2338.297946,1744.09042,9,4,1,2,3,1,1,194.8581622,145.3408683,0.25
VZ1387,0,9,8,8,25.75,2690.873802,1448.909,12,2,0,2,0,1,1,336.3592252,181.113625,0
VZ1393,1,6,11,7,35.28571429,4638.14253,8507.5,12,2,-999,-999,4,1,1,662.59179,1215.357143,0.571428571
VZ1400,1,9,12,6,20.5,768.7702916,3490,6,3,0,2,0,1,1,128.1283819,581.6666667,0
VZ1406,0,9,11,5,19.8,960.394034,13372,10,4,1,0,0,2,1,192.0788068,2674.4,0
VZ1413,0,7,12,6,22.83333333,2348.138831,3096.5,11,2,-999,-999,0,1,1,391.3564718,516.0833333,0
VZ1419,0,9,12,6,29.16666667,1623.714099,2810.54521,10,2,0,1,2,1,1,270.6190166,468.4242017,0.333333333
VZ1423,0,7,10,4,20.75,754.937132,7318.75,11,1,0,1,0,1,1,188.734283,1829.6875,0
VZ1428,0,11,11,4,27.25,2130.048703,4289.60963,7,2,-999,-999,0,1,1,532.5121757,1072.402408,0
VZ1431,0,9,8,5,25.6,2552.708467,11577.5,11,3,2,0,0,1,1,510.5416933,2315.5,0
VZ1437,0,6,9,6,26.66666667,1163.676565,1341.25,10,3,0,1,4,1,1,193.9460941,223.5416667,0.666666667
VZ1442,0,10,8,3,23.66666667,2223.237,2364.25,10,1,-999,-999,0,2,1,741.0790001,788.0833333,0
VZ1451,1,7,13,7,24.14285714,1072.6639,8456.25,7,4,0,1,0,1,1,153.2377,1208.035714,0
VZ1455,0,8,8,1,8,1447.306738,507.237,12,4,-999,-999,0,1,1,1447.306738,507.237,0
VZ1459,0,9,11,5,19.4,2180.459553,1233.987,11,1,1,0,0,1,1,436.0919105,246.7974,0
VZ1464,0,6,10,7,42,2765.543146,3629.175,10,3,0,1,0,1,1,395.0775924,518.4535714,0
VZ1470,0,8,9,3,23.33333333,3424.825924,2930.474,7,1,-999,-999,0,1,1,1141.608641,976.8246667,0
VZ1471,1,9,10,1,10,1456.046204,1962.5,11,4,-999,-999,0,1,1,1456.046204,1962.5,0
VZ1476,1,8,7,5,21.8,2248.571692,2430.435333,9,1,0,2,0,1,1,449.7143385,486.0870666,0
VZ1479,1,7,11,5,16,3146.764865,1965,11,1,1,1,0,2,1,629.3529731,393,0
VZ1484,0,9,10,4,21.75,730.1194234,1589.724,5,4,1,0,0,1,1,182.5298558,397.431,0
VZ1489,1,7,8,4,24.25,591.8828632,1039,6,4,-999,-999,0,1,1,147.9707158,259.75,0
VZ1493,0,9,13,8,24.875,3441.799199,8498.75,12,1,0,1,0,1,1,430.2248999,1062.34375,0
VZ1500,1,6,13,4,25.75,1217.296293,1330.25,10,3,1,0,3,1,1,304.3240732,332.5625,0.75
VZ1504,0,8,10,3,23.33333333,1807.5229,2268,10,1,-999,-999,0,1,1,602.5076333,756,0
VZ1511,0,5,11,3,29,904.991125,370,9,1,1,0,3,1,1,301.6637083,123.3333333,1
VZ1516,1,9,10,4,27.25,1281.493598,715,8,3,-999,-999,0,1,1,320.3733996,178.75,0
VZ1520,1,7,8,5,14,1649.737325,1712.5,10,2,0,2,0,1,1,329.9474649,342.5,0
VZ1527,0,7,12,5,22,975.4625564,140.5,8,3,-999,-999,0,2,1,195.0925113,28.1,0
VZ1530,0,7,10,4,27.75,721.410975,2120,10,1,-999,-999,3,1,1,180.3527438,530,0.75
VZ1535,0,8,11,4,23,821.8878128,1025.25,9,1,-999,-999,6,1,1,205.4719532,256.3125,1.5
VZ1540,0,12,10,6,37,2118.859179,4460,7,4,-999,-999,0,1,1,353.1431966,743.3333333,0
VZ1545,0,7,10,3,40.66666667,1290.230493,612.5,9,1,-999,-999,0,1,1,430.0768311,204.1666667,0
VZ1548,0,7,9,3,35,2252.897808,2250,12,3,-999,-999,0,1,1,750.965936,750,0
VZ1552,0,8,10,5,22.8,2737.08198,675.474,7,4,0,2,0,1,1,547.4163959,135.0948,0
VZ1556,0,9,7,4,34.75,1393.937269,2082.5,9,1,2,0,4,1,1,348.4843173,520.625,1
VZ1560,0,8,9,4,19,914.6250564,2122.92125,10,1,1,0,0,1,1,228.6562641,530.7303125,0
VZ1566,0,6,8,5,40.6,3063.283888,4615,12,1,-999,-999,0,1,1,612.6567776,923,0
VZ1567,0,9,12,1,12,833.8293752,2890,12,4,-999,-999,0,1,1,833.8293752,2890,0
